"","X.1","Longitude","Latitude","Reference","Region","month","year","Sand","Mud","Rocks","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Temperature.Min","Nitrate.Range","Salinity.Min","BottomVegCover","Seagrass_PA","TH_PA","SY_PA","HA_PA","SeagrassCover","ID","X","Y","thinning","Light.bottom.min.calculated"
"30",30,-84.561833,29.893833,"APM1998071508",2,7,1998,1,0,0,-0.3,0.122523292899132,10,0.0285305734723806,14.7845792770386,11.8362493515015,31.1921310424805,90,1,1,1,0,90,53,155992.093032268,3312354.83627316,1,4.48220682144165
"31",31,-84.6615,29.837833,"APM1998080401",2,8,1998,0,1,0,-0.2,0.369500786066055,10,0.0306073650717735,15.0248126983643,12.3263654708862,31.0761413574219,0,0,0,0,0,0,54,146161.592779651,3306446.30392244,1,0.0274229571223259
"32",32,-85.069833,29.613,"APM1998082001",2,8,1998,1,1,0,-0.5,0.245337381958961,10,0.0395374558866024,15.8930969238281,13.714147567749,30.5877819061279,0,0,0,0,0,0,56,105789.187223724,3282829.60726192,1,2.87803721427917
"33",33,-84.813667,29.682,"APM1998082401",2,8,1998,1,1,0,-0.4,0.184745937585831,10,0.0353542529046535,15.3948173522949,12.2448663711548,31.7291297912598,0,0,0,0,0,0,57,130873.75027687,3289638.14517044,1,6.41131353378296
"34",34,-84.838833,29.676167,"APM1998082402",2,8,1998,1,1,0,-0.2,0.184745788574219,10,0.0356793962419033,15.4555215835571,12.3316354751587,31.9708080291748,0,0,0,0,0,0,58,128414.561561952,3289071.82126657,1,1.68149924278259
"35",35,-84.851167,29.673667,"APM1998082403",2,8,1998,0,1,0,-0.2,0.245274841785431,10,0.0358059145510197,15.4899740219116,12.4171838760376,32.0743980407715,0,0,0,0,0,0,59,127210.510088222,3288834.25120243,1,11.0672664642334
"36",36,-84.703667,29.819667,"APM1998082501",2,8,1998,1,0,1,-0.3,0.304181426763535,10,0.0310216695070267,15.0549926757812,12.4878234863281,30.9705505371094,0,0,0,0,0,0,62,142018.927423321,3304561.86160976,1,6.00016619500821e-07
"37",37,-84.698667,29.8235,"APM1998082502",2,8,1998,0,1,1,-0.6,0.201544389128685,10,0.030974829569459,15.0510139465332,12.4655914306641,30.9812107086182,0,0,0,0,0,0,63,142516.216713902,3304971.47099859,1,4.02267778554233e-06
"38",38,-85.022833,29.600333,"APM1998082702",2,8,1998,0,1,0,-0.2,0.369487285614014,10,0.0390397608280182,15.8507690429688,13.2974309921265,31.3264389038086,0,0,0,0,0,0,67,110296.73336292,3281265.02941978,1,0.181373357772827
"39",39,-84.901333,29.655333,"APM1998090901",2,9,1998,0,1,0,-0.3,0.320675164461136,10,0.0366164818406105,15.6332521438599,12.7570133209229,32.0625038146973,20,1,0,0,1,20,68,122282.011125067,3286963.3989984,1,2.9429178237915
"40",40,-84.870833,29.667333,"APM1998090903",2,9,1998,0,1,0,-0.2,0.201590955257416,10,0.0360528267920017,15.5571622848511,12.5275020599365,32.3674926757812,0,0,0,0,0,0,70,125281.841886585,3288195.25912407,1,11.1454477310181
"41",41,-84.781,29.699667,"APM1998092101",2,9,1998,1,1,0,-0.1,0.335549414157867,10,0.0345727652311325,15.3553323745728,12.5514211654663,31.3837203979492,0,0,0,0,0,0,71,134102.117736485,3291493.88652451,1,3.6920371055603
"42",42,-84.614833,29.866333,"APM1998092106",2,9,1998,1,1,0,-0.2,0.122537516057491,10,0.0299391150474548,14.9788312911987,12.2213268280029,31.2672557830811,90,1,0,0,1,90,72,150773.845881098,3309464.68794637,1,2.04673790931702
"43",43,-84.725333,29.739667,"APM1998092201",2,9,1998,1,1,0,-0.3,0.185816451907158,10,0.0333936661481857,15.2444791793823,12.0847043991089,32.5785751342773,0,0,0,0,0,0,73,139636.311057686,3295755.603888,1,12.2545375823975
"44",44,-84.775667,29.711167,"APM1998092202",2,9,1998,1,1,0,-0.3,0.277120113372803,10,0.0341396369040012,15.35045337677,12.8101587295532,31.2791519165039,0,0,0,0,0,0,74,134660.307774712,3292752.64170941,1,3.49247145652771
"45",45,-84.575667,29.826667,"APM1998092302",2,9,1998,1,1,0,-1.2,0.0805444270372391,10,0.0296399351209402,14.8778238296509,11.6588201522827,32.2642631530762,0,0,0,0,0,0,78,154423.324359469,3304946.65553743,1,0.975579500198364
"46",46,-84.586667,29.883,"APM1998092303",2,9,1998,1,1,0,-0.3,0.184751629829407,10,0.0291569735854864,14.875096321106,12.0327968597412,31.215518951416,95,1,1,0,1,95,79,153554.470237378,3311227.99945083,1,0.950462341308594
"47",47,-84.986833,29.716667,"APM1998092401",2,9,1998,1,1,0,-0.2,0.0806324854493141,10,0.0376622155308723,15.6932249069214,14.0391788482666,30.2044067382812,100,1,0,0,0,100,80,114232.179084597,3294050.44547563,1,6.06633615493774
"48",48,-84.923667,29.651167,"APM1998092503",2,9,1998,0,1,0,-0.5,0.441717684268951,10,0.0368243083357811,15.664174079895,13.0344324111938,31.4168968200684,0,0,0,0,0,0,81,120102.270158214,3286574.47165439,1,0.0760129168629646
"49",49,-85.0325,29.615833,"APM1998101301",2,10,1998,1,1,0,-0.2,1.95486724376678,10,0.0387859456241131,15.838659286499,13.797158241272,30.5092105865479,0,0,0,0,0,0,84,109419.362894461,3283017.24423069,1,6.64507504577472e-10
"50",50,-84.766167,29.715,"APM1998102003",2,10,1998,1,0,0,-0.4,0.304381549358368,10,0.0341057926416397,15.3402090072632,12.6371746063232,31.6374206542969,5,1,0,0,1,5,90,135594.094939324,3293147.7695078,1,1.44291607284686e-05
"51",51,-84.848833,29.7485,"APM1998102101",2,10,1998,1,0,0,-0.2,0.12259815633297,10,0.0343869142234325,15.4265871047974,13.2781476974487,30.5494213104248,0,0,0,0,0,0,91,127713.416156175,3297128.04330278,1,8.49619770050049
"52",52,-84.665667,29.783833,"APM1998110402",2,11,1998,1,1,0,-0.6,0,10,0.0311419516801834,15.0358858108521,12.0266427993774,31.3353137969971,0,0,0,0,0,0,98,145567.853850898,3300469.43834576,1,21.2099475860596
"53",53,-84.649833,29.7825,"APM1998110403",2,11,1998,1,1,0,-1,0.0805798172950745,10,0.0310911107808352,15.0209703445435,11.8615875244141,31.3854827880859,0,0,0,0,0,0,99,147095.211707094,3300272.93351424,1,0.00258548953570426
"54",54,-84.654833,29.8315,"APM1998110404",2,11,1998,1,0,1,-0.9,1.28214132785797,10,0.0305538084357977,15.0175094604492,12.2815828323364,31.0821075439453,0,0,0,0,0,0,100,146783.996974474,3305723.33846688,1,0.000138605057145469
"55",55,-85.066667,29.610167,"APM1998111203",2,11,1998,1,0,0,-0.2,0.245339944958687,10,0.039543878287077,15.894947052002,13.6431274414062,30.7262077331543,0,0,0,0,0,0,102,106085.074779752,3282504.51161028,1,2.85532283782959
"56",56,-85.0465,29.602667,"APM1998111204",2,11,1998,1,0,0,-0.2,0.0923718735575676,10,0.0392931364476681,15.8842887878418,13.5797061920166,31.161771774292,0,0,0,0,0,0,103,108011.133443621,3281603.9206803,1,19.8914241790771
"57",57,-85.0515,29.604833,"APM1998120104",2,12,1998,1,0,0,-0.3,0.184743776917458,10,0.0393727496266365,15.8879232406616,13.5749425888062,31.0644855499268,0,0,0,0,0,0,107,107534.770629297,3281861.1774003,1,10.1743936538696
"58",58,-84.901667,29.654,"APM1998120202",2,12,1998,1,0,0,-0.2,0.185934826731682,10,0.036636833101511,15.6378307342529,12.7328128814697,32.1152038574219,0,0,0,0,0,0,108,122244.658252902,3286816.61554118,1,0.837521970272064
"59",59,-84.955,29.743667,"APM1998121404",2,12,1998,1,1,0,-0.2,0.36949548125267,10,0.0373549126088619,15.6468448638916,13.9326009750366,30.3347053527832,0,0,0,0,0,0,109,117417.571214437,3296939.71015821,1,2.57171535491943
"60",60,-84.659333,29.7815,"APM1998121804",2,12,1998,1,0,0,-0.4,0.0923743769526482,10,0.0312432236969471,15.0362434387207,11.9052429199219,31.4420909881592,5,1,0,0,1,5,112,146172.490648482,3300191.17610335,1,21.8282566070557
"61",61,-84.667,29.785167,"APM1998121805",2,12,1998,1,0,0,-0.6,0.0923744291067123,10,0.0310637000948191,15.0331907272339,12.0842313766479,31.2663803100586,0,0,0,0,0,0,113,145443.587468003,3300621.51123326,1,0.849521934986115
"62",62,-84.875667,29.666333,"APM1998122301",2,12,1998,1,1,0,-1.2,0.277118235826492,10,0.0360907204449177,15.5728597640991,12.5840682983398,32.3906097412109,0,0,0,0,0,0,115,124809.797752888,3288100.02071587,1,3.04860949516296
"63",63,-84.822167,29.680333,"APM1998122303",2,12,1998,1,1,0,-0.2,0.201587051153183,10,0.0354589261114597,15.4133186340332,12.2737874984741,31.7963962554932,0,0,0,0,0,0,116,130044.289140348,3289480.43449836,1,0.517872333526611
"64",64,-84.714,29.814833,"APM1999010402",2,1,1999,1,1,0,-0.5,0.122564204037189,10,0.0312023442238569,15.0816316604614,12.5444784164429,30.9474811553955,0,0,0,0,0,0,119,141002.16446838,3304057.87421405,1,7.75945138931274
"65",65,-84.802333,29.7675,"APM1999010403",2,1,1999,1,1,0,-0.2,0.0805918276309967,10,0.0335895754396915,15.4011468887329,13.1051034927368,30.6708946228027,10,1,0,0,1,10,120,132284.148771055,3299086.33748525,1,20.4608726501465
"66",66,-84.920167,29.650167,"APM1999011201",2,1,1999,1,1,0,-0.5,0.245298847556114,10,0.0368024446070194,15.6632375717163,12.9746513366699,31.5492649078369,0,0,0,0,0,0,122,120437.658556394,3286452.03305285,1,2.59397983551025
"67",67,-85.017833,29.601833,"APM1999011203",2,1,1999,1,1,0,-0.3,0.414054423570633,10,0.0389366894960403,15.8398418426514,13.2684469223022,31.2492733001709,0,0,0,0,0,0,123,110787.280947994,3281414.61240258,1,20.1335582733154
"68",68,-85.049833,29.604667,"APM1999011204",2,1,1999,1,1,0,-0.4,0.184743776917458,10,0.0393366403877735,15.8855886459351,13.589337348938,31.0685005187988,0,0,0,0,0,0,124,107695.745889701,3281837.10647547,1,10.0926141738892
"69",69,-84.570167,29.889667,"APM1999011403",2,1,1999,1,1,0,-0.7,0.0923759043216705,10,0.0287465732544661,14.8157920837402,11.9040241241455,31.2001953125,80,1,1,0,0,80,125,155172.286068784,3311917.77986492,1,9.1266975402832
"70",70,-84.9585,29.727333,"APM1999020804",2,2,1999,1,0,0,-0.5,1.56408178806305,10,0.037796288728714,15.6338453292847,13.9320468902588,30.3048877716064,0,0,0,0,0,0,130,117016.531357959,3295139.26116813,1,0.947168827056885
"71",71,-85.028167,29.598333,"APM1999020903",2,2,1999,1,0,0,-0.3,0.184743627905846,10,0.0391310825943947,15.862024307251,13.33078956604,31.4039440155029,5,1,0,0,1,5,132,109771.857081883,3281061.12151639,1,10.3086605072021
"72",72,-85.029833,29.598333,"APM1999020904",2,2,1999,1,0,0,-0.3,0.184743627905846,10,0.0391458086669445,15.8649072647095,13.3560476303101,31.4016590118408,0,0,0,0,0,0,133,109610.326387007,3281066.74115349,1,20.151683807373
"73",73,-84.7725,29.782167,"APM1999021106",2,2,1999,1,0,0,-0.3,0.122580967843533,10,0.032866295427084,15.3274087905884,12.8930225372314,30.8700084686279,0,0,0,0,0,0,135,135224.648426454,3300618.40726374,1,20.1969985961914
"74",74,-84.789667,29.695,"APM1999021604",2,2,1999,1,0,0,-1.1,0.0923731699585915,10,0.0346779488027096,15.3562707901001,12.5447292327881,31.2287979125977,0,0,0,0,0,0,137,133245.772925096,3291003.70385175,1,3.56956338882446
"75",75,-84.605167,29.808333,"APM1999030203",2,3,1999,1,0,0,-0.8,0.0805591195821762,10,0.0301730651408434,14.9472579956055,11.8571758270264,31.7152347564697,0,0,0,0,0,0,141,151506.629123567,3303002.14815387,1,22.6339282989502
"76",76,-84.656833,29.789667,"APM1999030204",2,3,1999,1,0,0,-0.4,0.954849362373352,10,0.030765026807785,15.0114240646362,12.1215343475342,31.1093997955322,0,0,0,0,0,0,142,146443.147917436,3301089.37514544,1,9.85615018420094e-13
"77",77,-84.97,29.729333,"APM1999032201",2,3,1999,1,1,0,-0.4,0.722567439079285,10,0.037654098123312,15.6631336212158,13.9811134338379,30.2723007202148,25,1,0,0,1,25,144,115910.636883005,3295399.40650604,1,15.7155532836914
"78",78,-84.963833,29.727333,"APM1999032202",2,3,1999,1,0,0,-0.5,1.2805278301239,10,0.0377501100301743,15.6459550857544,13.9529600143433,30.2885990142822,10,1,0,0,1,10,145,116500.144634028,3295156.99271786,1,0.948266744613647
"79",79,-85.016667,29.599667,"APM1999032403",2,3,1999,1,0,0,-0.3,0.161452442407608,10,0.0390005148947239,15.8406553268433,13.1766529083252,31.377872467041,10,1,0,0,1,10,147,110891.993316459,3281170.39061594,1,20.3387279510498
"80",80,-84.675167,29.829333,"APM1999032502",2,3,1999,1,0,0,-1,0.201542660593987,10,0.0307530518621206,15.0331678390503,12.3672742843628,31.0339126586914,0,0,0,0,0,0,149,144809.800333265,3305545.63340999,1,18.8342723846436
"81",81,-84.8165,29.761167,"APM1999040601",2,4,1999,1,0,0,-0.3,0.0923741012811661,10,0.0338507816195488,15.4080848693848,13.1615743637085,30.6314601898193,0,0,0,0,0,0,152,130889.789316428,3298429.14644147,1,19.9130802154541
"82",82,-85.006333,29.605167,"APM1999040805",2,4,1999,0,1,0,-0.3,0.0807215794920921,10,0.038672748953104,15.8163137435913,13.2012624740601,31.0984649658203,0,0,0,0,0,0,157,111915.035470723,3281745.86008794,1,20.0956382751465
"83",83,-85.007,29.604333,"APM1999051002",2,5,1999,1,0,0,-0.4,0,10,0.0387169010937214,15.8186893463135,13.1877632141113,31.1391220092773,0,0,0,0,0,0,158,111847.168391451,3281655.57280216,1,20.142032623291
"84",84,-84.965333,29.632167,"APM1999051004",2,5,1999,1,0,0,-0.6,1.68394732475281,10,0.0368692614138126,15.73291015625,13.4941091537476,30.1898288726807,0,0,0,0,0,0,160,115992.522324405,3284604.36949814,1,2.03887684513404e-10
"85",85,-84.576833,29.876333,"APM1999051206",2,5,1999,1,1,0,-0.3,1.24351382255554,10,0.0289193727076054,14.8407621383667,11.9582443237305,31.2066478729248,30,1,0,0,1,30,162,154481.960409793,3310458.8811408,1,9.0201358795166
"86",86,-84.623167,29.791,"APM1999051401",2,5,1999,1,1,0,-0.3,0.0923745110630989,10,0.0304041933268309,14.9708776473999,11.9389925003052,31.1588096618652,30,1,0,0,1,30,164,149704.981455761,3301134.28231666,1,24.2302875518799
"87",87,-84.7935,29.750167,"APM1999051803",2,5,1999,0,1,0,-1,2.10908961296082,10,0.0336571969091892,15.3863697052002,13.0965871810913,30.6479606628418,0,0,0,0,0,0,168,133075.728408522,3297135.44507215,1,3.19508330903773e-09
"88",88,-84.853333,29.672833,"APM1999060101",2,6,1999,1,0,0,-0.4,0.184745699167252,10,0.0358374416828156,15.4959325790405,12.4175510406494,32.1114311218262,0,0,0,0,0,0,169,126997.596082687,3288748.7293378,1,11.0954627990723
"89",89,-85.007333,29.711667,"APM1999060408",2,6,1999,1,0,0,-0.2,0.184746846556664,10,0.0374711081385612,15.7421245574951,14.1233997344971,30.1396656036377,0,0,0,0,0,0,173,112227.675441748,3293564.50119893,1,6.0717945098877
"90",90,-84.396,29.9015,"APM1999081704",2,8,1999,1,1,0,-0.3,0.0804848894476891,9.21361541748047,0.0259476210922003,14.6077404022217,11.2869491577148,31.4357070922852,0,0,0,0,0,0,193,172043.413261769,3312719.56026466,1,18.2392158508301
"91",91,-84.73,29.734833,"APM1999091303",2,9,1999,1,0,0,-0.1,0.122605890035629,10,0.0335890129208565,15.2630434036255,12.1013584136963,32.6041374206543,0,0,0,0,0,0,202,139167.191265663,3295233.99965246,1,22.4841537475586
"92",92,-84.699333,29.765833,"APM1999091304",2,9,1999,1,0,0,-0.3,0.122589565813541,10,0.0321434773504734,15.1225709915161,12.0496835708618,32.0087814331055,0,0,0,0,0,0,203,142246.296375825,3298576.97989481,1,2.60600356852687e-18
"93",93,-84.396167,29.900667,"APM1999092303",2,9,1999,1,0,0,-0.4,0.0804848894476891,9.21361541748047,0.0259476210922003,14.6077404022217,11.2869491577148,31.4357070922852,0,0,0,0,0,0,205,172024.543224322,3312627.65373414,1,18.2392158508301
"94",94,-84.935,29.6365,"APM1999101202",2,10,1999,0,1,0,-0.3,0.245313405990601,10,0.036807868629694,15.7040872573853,13.0538415908813,31.2306118011475,0,0,0,0,0,0,209,118948.74058313,3284984.68293218,1,20.2740154266357
"95",95,-84.647833,29.784,"APM1999101902",2,10,1999,1,0,0,-1.8,0.0805791467428207,10,0.0310327243059874,15.0169897079468,11.8728675842285,31.3537559509277,20,1,0,0,1,20,212,147293.995187404,3300433.18233363,1,0.439884305000305
"96",96,-84.850833,29.745,"APM1999102001",2,10,1999,1,1,0,-0.3,0.403134405612946,10,0.0344324335455894,15.426531791687,13.284441947937,30.5401039123535,0,0,0,0,0,0,213,127506.845870645,3296746.24664114,1,5.32192565572132e-08
"97",97,-84.843333,29.750333,"APM1999102003",2,10,1999,1,1,0,-0.2,0.245194166898727,10,0.0342986732721329,15.4229068756104,13.2584667205811,30.5627613067627,0,0,0,0,0,0,215,128252.601796226,3297313.62006491,1,4.05341148376465
"98",98,-84.593833,29.871333,"APM1999102602",2,10,1999,1,1,0,-0.5,0.961516499519348,10,0.029394282028079,14.9045734405518,12.072793006897,31.2736701965332,60,1,1,0,1,60,217,152821.340320234,3309955.58812401,1,0.00550444005057216
"99",99,-84.725833,29.8075,"APM1999102604",2,10,1999,1,0,0,-0.2,0.0923747569322586,10,0.0314995646476746,15.1302337646484,12.6183309555054,30.9166851043701,0,0,0,0,0,0,218,139831.225464953,3303281.46769979,1,18.0881767272949
"100",100,-84.819167,29.680833,"APM1999102607",2,10,1999,1,0,0,-0.4,0.201586812734604,10,0.0354113467037678,15.4056434631348,12.2670364379883,31.7618217468262,20,1,0,0,1,20,221,130336.719714582,3289526.28943457,1,0.28515961766243
"101",101,-84.893667,29.657667,"APM1999110802",2,11,1999,1,0,0,-0.2,0.277117878198624,10,0.0365061163902283,15.6188249588013,12.6881227493286,32.2139472961426,10,1,0,0,1,10,222,123033.522870573,3287197.27929448,1,11.0250730514526
"102",102,-84.656333,29.781167,"APM1999111201",2,11,1999,1,0,0,-0.5,0.0923743769526482,10,0.0312245078384876,15.0326061248779,11.8734073638916,31.4455432891846,0,0,0,0,0,0,223,146461.594627302,3300145.02269454,1,22.0876159667969
"103",103,-84.584667,29.870667,"APM1999111205",2,11,1999,1,0,0,-0.4,1.347860455513,10,0.0291663333773613,14.8713102340698,11.9970979690552,31.28249168396,20,1,0,0,1,20,227,153705.094677486,3309854.03620379,1,9.09121036529541
"104",104,-84.729833,29.74,"APM1999111505",2,11,1999,1,0,0,-0.4,0.593773543834686,10,0.0333869308233261,15.2512798309326,12.1567211151123,32.431079864502,20,1,0,0,1,20,229,139201.89159941,3295806.62017233,1,7.48170205042697e-05
"105",105,-84.7375,29.799167,"APM1999112201",2,11,1999,1,1,0,-0.2,0.320562601089478,10,0.031796783208847,15.1788358688354,12.6921834945679,30.8858871459961,0,0,0,0,0,0,230,138672.575001299,3302393.72257789,1,1.56394321493281e-06
"106",106,-84.586,29.871333,"APM1999120102",2,12,1999,1,0,0,-0.3,1.24799287319183,10,0.0292077790945768,14.8773574829102,12.0108604431152,31.2808876037598,60,1,0,0,1,60,233,153578.541305808,3309931.92758529,1,18.893424987793
"107",107,-84.605833,29.872833,"APM1999120103",2,12,1999,1,1,0,-0.4,0.0805076435208321,10,0.0296713653951883,14.9468984603882,12.1774501800537,31.2503681182861,60,1,0,0,1,60,234,151666.539146697,3310158.31216213,1,0.428336083889008
"108",108,-84.845,29.748833,"APM1999120602",2,12,1999,1,0,0,-0.3,0.320601642131805,10,0.0343329682946205,15.4234762191772,13.2645473480225,30.5566120147705,0,0,0,0,0,0,235,128085.687739994,3297152.60341447,1,0.00834165513515472
"109",109,-84.788333,29.697,"APM1999120603",2,12,1999,1,0,0,-0.4,0.320643216371536,10,0.0346210114657879,15.3566408157349,12.5816097259521,31.2208290100098,0,0,0,0,0,0,236,133382.248084033,3291221.31950648,1,0.171530231833458
"110",110,-85.060833,29.608333,"APM1999121007",2,12,1999,1,0,0,-0.2,0.277115821838379,10,0.0394725725054741,15.8912296295166,13.6238327026367,30.8273773193359,40,1,0,0,1,40,242,106643.531688391,3282281.18403107,1,0.723161220550537
