"","X.1","Longitude","Latitude","Reference","Gear_Type","month","year","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Temperature.Min","Salinity.Min","Dissolved.oxygen.Min","BottomVegCover","Hill0_raw","SeagrassCover","ID","X","Y","thinning","Effort"
"14",14,-85.0565,29.605,"APM1998033004","SmallSeine",3,1998,1,0,0,0,0,0,0,-0.2,0,71.7046279907227,0.0394629091024399,15.8930864334106,31.0095481872559,195.662124633789,0,6,0,23,107050.657395651,3281896.67837977,1,1.4
"15",15,-85.0195,29.6015,"APM1998033005","SmallSeine",3,1998,1,0,0,0,0,0,0,-0.5,0.369487345218658,69.1485214233398,0.0389808639883995,15.843864440918,31.2889995574951,195.531387329102,0,1,0,24,110624.377614227,3281383.27762205,1,1.4
"16",16,-84.6245,29.844833,"APM1998033106","SmallSeine",3,1998,1,0,0,0,0,0,0,-0.4,1.45749425888062,22.378791809082,0.0302321016788483,15.0013580322266,31.1853065490723,193.737564086914,0,3,0,26,149764.092559003,3307109.38492669,1,1.4
"17",17,-84.889833,29.657333,"APM1998042701","SmallSeine",4,1998,1,0,0,1,0,0,1,-0.4,0.0923726260662079,55.414421081543,0.0364772938191891,15.6171226501465,32.373908996582,194.993804931641,5,7,5,28,123403.75917412,3287147.72252359,1,1.4
"18",18,-84.964333,29.728667,"APM1998042704","SmallSeine",4,1998,1,0,0,0,0,0,0,-0.2,1.09364724159241,56.5734252929688,0.0377123728394508,15.6501483917236,30.2878112792969,195.241088867188,0,4,0,29,116456.81618936,3295306.64939724,1,1.4
"19",19,-84.802667,29.702833,"APM1998042801","SmallSeine",4,1998,1,0,0,0,0,0,0,-0.4,1.05233132839203,45.7254524230957,0.0344301834702492,15.372688293457,30.7959079742432,194.428695678711,0,1,0,30,132015.334715906,3291913.98998211,1,1.4
"20",20,-84.764667,29.785167,"APM1998060403","SmallSeine",6,1998,1,0,0,1,0,0,1,-0.5,0.184748902916908,37.1078758239746,0.0326329953968525,15.2971811294556,30.8883571624756,194.226379394531,100,26,100,37,135993.480293376,3300926.3879527,1,1.4
"21",21,-84.7565,29.783833,"APM1998060404","SmallSeine",6,1998,1,0,0,0,0,0,0,-0.2,0.554246723651886,36.5750732421875,0.0324819162487984,15.2661943435669,30.9644355773926,194.180526733398,0,11,0,38,136778.900755987,3300752.61007376,1,1.4
"22",22,-85.066333,29.611333,"APM1998071403","SmallSeine",7,1998,1,0,0,0,0,0,0,-0.5,0.320709019899368,72.0885391235352,0.039521899074316,15.8929481506348,30.6830425262451,195.667602539062,0,8,0,50,106121.999524206,3282632.73647933,1,1.4
"23",23,-84.815167,29.681667,"APM1998071502","SmallSeine",7,1998,1,1,0,0,0,0,0,-0.5,0.184745937585831,48.1740226745605,0.0353626050055027,15.3982238769531,31.7273483276367,194.53791809082,0,11,0,51,130727.234835443,3289606.00293584,1,1.4
"24",24,-84.561833,29.893833,"APM1998071508","SmallSeine",7,1998,1,0,0,1,1,1,0,-0.3,0.122523292899132,14.2403717041016,0.0285305734723806,14.7845792770386,31.1921310424805,193.346282958984,90,9,90,53,155992.093032268,3312354.83627316,1,1.4
"25",25,-84.6615,29.837833,"APM1998080401","SmallSeine",8,1998,0,1,0,0,0,0,0,-0.2,0.369500786066055,25.6142024993896,0.0306073650717735,15.0248126983643,31.0761413574219,193.783020019531,0,3,0,54,146161.592779651,3306446.30392244,1,1.4
"26",26,-84.781,29.699667,"APM1998092101","SmallSeine",9,1998,1,1,0,0,0,0,0,-0.1,0.335549414157867,44.4297485351562,0.0345727652311325,15.3553323745728,31.3837203979492,194.430633544922,0,5,0,71,134102.117736485,3291493.88652451,1,1.4
"27",27,-84.614833,29.866333,"APM1998092106","SmallSeine",9,1998,1,1,0,1,0,0,1,-0.2,0.122537516057491,20.1164970397949,0.0299391150474548,14.9788312911987,31.2672557830811,193.653137207031,90,12,90,72,150773.845881098,3309464.68794637,1,1.4
"28",28,-84.986833,29.716667,"APM1998092401","SmallSeine",9,1998,1,1,0,1,0,0,0,-0.2,0.0806324854493141,59.1084442138672,0.0376622155308723,15.6932249069214,30.2044067382812,195.317794799805,100,11,100,80,114232.179084597,3294050.44547563,1,1.4
"29",29,-84.934833,29.633833,"APM1998100204","SmallSeine",10,1998,1,1,0,1,0,0,1,-0.3,0.161397993564606,60.4305534362793,0.0367925353348255,15.7091770172119,31.2619438171387,195.19499206543,100,17,100,82,118954.862116802,3284688.26488407,1,1.4
"30",30,-84.848833,29.7485,"APM1998102101","SmallSeine",10,1998,1,0,0,0,0,0,0,-0.2,0.12259815633297,46.0649147033691,0.0343869142234325,15.4265871047974,30.5494213104248,194.554183959961,0,1,0,91,127713.416156175,3297128.04330278,1,1.4
"31",31,-84.679,29.830167,"APM1998110301","SmallSeine",11,1998,1,0,0,0,0,0,0,-0.4,0.0923750773072243,27.4675617218018,0.0307837314903736,15.035943031311,31.0273132324219,193.803359985352,0,1,0,94,144442.056239254,3305649.99228446,1,1.4
"32",32,-84.901667,29.654,"APM1998120202","SmallSeine",12,1998,1,0,0,0,0,0,0,-0.2,0.185934826731682,56.5224494934082,0.036636833101511,15.6378307342529,32.1152038574219,195.048461914062,0,1,0,108,122244.658252902,3286816.61554118,1,1.4
"33",33,-84.955,29.743667,"APM1998121404","SmallSeine",12,1998,1,1,0,0,0,0,0,-0.2,0.36949548125267,54.8756904602051,0.0373549126088619,15.6468448638916,30.3347053527832,195.21354675293,0,8,0,109,117417.571214437,3296939.71015821,1,1.4
"34",34,-84.685833,29.8305,"APM1999010401","SmallSeine",1,1999,1,1,0,0,0,0,0,-0.2,0.0923750773072243,27.9828758239746,0.0308467783033848,15.0411128997803,31.0125503540039,193.808639526367,0,3,0,118,143782.399896047,3305708.08581757,1,1.4
"35",35,-84.714,29.814833,"APM1999010402","SmallSeine",1,1999,1,1,0,0,0,0,0,-0.5,0.122564204037189,31.2301635742188,0.0312023442238569,15.0816316604614,30.9474811553955,193.863998413086,0,5,0,119,141002.16446838,3304057.87421405,1,1.4
"36",36,-85.049833,29.604667,"APM1999011204","SmallSeine",1,1999,1,1,0,0,0,0,0,-0.4,0.184743776917458,71.2450256347656,0.0393366403877735,15.8855886459351,31.0685005187988,195.636978149414,0,3,0,124,107695.745889701,3281837.10647547,1,1.4
"37",37,-85.029833,29.598333,"APM1999020904","SmallSeine",2,1999,1,0,0,0,0,0,0,-0.3,0.184743627905846,70.0894546508789,0.0391458086669445,15.8649072647095,31.4016590118408,195.580703735352,0,1,0,133,109610.326387007,3281066.74115349,1,1.4
"38",38,-84.7725,29.782167,"APM1999021106","SmallSeine",2,1999,1,0,0,0,0,0,0,-0.3,0.122580967843533,37.9103622436523,0.032866295427084,15.3274087905884,30.8700084686279,194.278884887695,0,1,0,135,135224.648426454,3300618.40726374,1,1.4
"39",39,-84.656833,29.789667,"APM1999030204","SmallSeine",3,1999,1,0,0,0,0,0,0,-0.4,0.954849362373352,28.853401184082,0.030765026807785,15.0114240646362,31.1093997955322,193.837860107422,0,1,0,142,146443.147917436,3301089.37514544,1,1.4
"40",40,-84.6545,29.836333,"APM1999030302","SmallSeine",3,1999,1,0,0,0,0,0,0,-0.4,0.849874794483185,25.2131996154785,0.03054553642869,15.0193681716919,31.0897769927979,193.778457641602,0,3,0,143,146833.235220293,3306258.39136049,1,1.4
"41",41,-85.016667,29.599667,"APM1999032403","SmallSeine",3,1999,1,0,0,1,0,0,1,-0.3,0.161452442407608,69.0028686523438,0.0390005148947239,15.8406553268433,31.377872467041,195.525268554688,10,2,10,147,110891.993316459,3281170.39061594,1,1.4
"42",42,-84.644667,29.7905,"APM1999040605","SmallSeine",4,1999,1,0,0,1,0,0,1,-0.4,0.122577100992203,27.9537944793701,0.0306196995079517,14.9960994720459,31.0896492004395,193.830642700195,25,2,25,153,147623.13836116,3301144.45826462,1,1.4
"43",43,-85.006333,29.605167,"APM1999040805","SmallSeine",4,1999,0,1,0,0,0,0,0,-0.3,0.0807215794920921,67.8388519287109,0.038672748953104,15.8163137435913,31.0984649658203,195.464065551758,0,4,0,157,111915.035470723,3281745.86008794,1,1.4
"44",44,-84.963167,29.726667,"APM1999051105","SmallSeine",5,1999,1,0,0,0,0,0,0,-0.4,1.33762669563293,56.5353584289551,0.0377578064799309,15.6439361572266,30.2913150787354,195.231826782227,0,6,0,161,116562.094229018,3295080.89153272,1,1.4
"45",45,-84.576833,29.876333,"APM1999051206","SmallSeine",5,1999,1,1,0,1,0,0,1,-0.3,1.24351382255554,16.606050491333,0.0289193727076054,14.8407621383667,31.2066478729248,193.428863525391,30,2,30,162,154481.960409793,3310458.8811408,1,1.4
"46",46,-84.418667,29.904833,"APM1999060205","SmallSeine",6,1999,1,1,0,0,0,0,0,-1.1,0,8.38744068145752,0.0265482440590858,14.6877031326294,31.4373435974121,193.068450927734,0,10,0,171,169864.126230401,3313154.22234385,1,1.4
"47",47,-85.007333,29.711667,"APM1999060408","SmallSeine",6,1999,1,0,0,0,0,0,0,-0.2,0.184746846556664,61.0483474731445,0.0374711081385612,15.7421245574951,30.1396656036377,195.398544311523,0,2,0,173,112227.675441748,3293564.50119893,1,1.4
"48",48,-84.396,29.9015,"APM1999081704","SmallSeine",8,1999,1,1,0,0,0,0,0,-0.3,0.0804848894476891,9.21361541748047,0.0259476210922003,14.6077404022217,31.4357070922852,192.947387695312,0,13,0,193,172043.413261769,3312719.56026466,1,1.4
"49",49,-84.415167,29.904667,"APM1999081705","SmallSeine",8,1999,1,1,0,0,0,0,0,-0.2,0,8.50349140167236,0.0264639798551798,14.6771745681763,31.4384155273438,193.05126953125,0,12,0,194,170201.771341787,3313125.7445533,1,1.4
"50",50,-84.73,29.734833,"APM1999091303","SmallSeine",9,1999,1,0,0,0,0,0,0,-0.1,0.122605890035629,38.1321144104004,0.0335890129208565,15.2630434036255,32.6041374206543,194.313827514648,0,2,0,202,139167.191265663,3295233.99965246,1,1.4
"51",51,-84.383667,29.899167,"APM1999092304","SmallSeine",9,1999,1,0,0,0,0,0,0,-0.4,0.0804862231016159,9.69306659698486,0.0256074387580156,14.5622129440308,31.4355316162109,192.878402709961,0,8,0,206,173227.505243067,3312425.6306998,1,1.4
"52",52,-84.843333,29.750333,"APM1999102003","SmallSeine",10,1999,1,1,0,0,0,0,0,-0.2,0.245194166898727,45.5025672912598,0.0342986732721329,15.4229068756104,30.5627613067627,194.539459228516,0,5,0,215,128252.601796226,3297313.62006491,1,1.4
"53",53,-84.540833,29.905833,"APM1999102601","SmallSeine",10,1999,1,0,0,1,1,0,0,-0.4,0.122516833245754,11.7453193664551,0.0279935337603092,14.7094392776489,31.1760139465332,193.234130859375,100,7,100,216,158062.675448727,3313623.02284126,1,1.4
"54",54,-84.725833,29.8075,"APM1999102604","SmallSeine",10,1999,1,0,0,0,0,0,0,-0.2,0.0923747569322586,32.5772132873535,0.0314995646476746,15.1302337646484,30.9166851043701,193.943374633789,0,7,0,218,139831.225464953,3303281.46769979,1,1.4
"55",55,-84.7375,29.799167,"APM1999112201","SmallSeine",11,1999,1,1,0,0,0,0,0,-0.2,0.320562601089478,34.0356636047363,0.031796783208847,15.1788358688354,30.8858871459961,194.022766113281,0,5,0,230,138672.575001299,3302393.72257789,1,1.4
"56",56,-84.70589,29.816833,"APM1999112202","SmallSeine",11,1999,1,1,0,0,0,0,0,-0.3,0.367687433958054,30.4834861755371,0.0310446340590715,15.0570840835571,30.9656429290771,193.825668334961,0,8,0,231,141793.784398555,3304254.42912075,1,1.4
"57",57,-84.657,29.845,"APM1999112203","SmallSeine",11,1999,1,1,0,0,0,0,0,-0.2,0.092375285923481,24.7915668487549,0.0305551644414663,15.0244560241699,31.0972270965576,193.772109985352,0,2,0,232,146622.04515936,3307227.42179943,1,1.4
"58",58,-84.845,29.748833,"APM1999120602","SmallSeine",12,1999,1,0,0,0,0,0,0,-0.3,0.320601642131805,45.742862701416,0.0343329682946205,15.4234762191772,30.5566120147705,194.54231262207,0,2,0,235,128085.687739994,3297152.60341447,1,1.4
"59",59,-85.060833,29.608333,"APM1999121007","SmallSeine",12,1999,1,0,0,1,0,0,1,-0.2,0.277115821838379,71.8032836914062,0.0394725725054741,15.8912296295166,30.8273773193359,195.660064697266,40,9,40,242,106643.531688391,3282281.18403107,1,1.4
"60",60,-84.562833,29.893833,"APM2000010402","SmallSeine",1,2000,1,1,0,1,1,0,1,-0.2,0.0923759639263153,14.3025159835815,0.0285521727055311,14.7877006530762,31.1929378509521,193.350860595703,100,5,100,243,155895.448263802,3312357.83495197,1,1.4
"61",61,-84.655667,29.8385,"APM2000010404","SmallSeine",1,2000,1,1,0,0,0,0,0,-0.3,0.628170430660248,25.1079788208008,0.0305494926869869,15.0208959579468,31.0915660858154,193.776779174805,0,3,0,244,146728.020654648,3306502.34194696,1,1.4
"62",62,-84.924,29.646667,"APM2000011205","SmallSeine",1,2000,0,1,0,1,0,0,1,-0.2,0.242065101861954,58.684886932373,0.0368235930800438,15.673620223999,31.4949626922607,195.136047363281,25,7,25,248,120053.062766666,3286076.35534615,1,1.4
"63",63,-84.410667,29.904833,"APM2000020403","SmallSeine",2,2000,1,0,0,0,0,0,0,-0.3,0.0923761054873466,8.68451595306396,0.0263375844806433,14.6613836288452,31.4400215148926,193.025466918945,0,4,0,255,170637.137594465,3313131.22645018,1,1.4
"64",64,-84.896,29.657167,"APM2000021002","SmallSeine",2,2000,1,0,0,1,0,0,0,-0.3,0.245291993021965,55.9129867553711,0.0365451984107494,15.6237230300903,32.1658515930176,195.014770507812,80,3,80,258,122805.604843714,3287149.42764572,1,1.4
"65",65,-84.945,29.625167,"APM2000022502","SmallSeine",2,2000,1,0,0,0,0,0,0,-0.2,0,61.7664337158203,0.0366689935326576,15.729284286499,30.8729820251465,195.220825195312,0,6,0,260,117936.722877474,3283760.440718,1,1.4
"66",66,-85.002333,29.605833,"APM2000030204","SmallSeine",3,2000,1,0,0,1,0,0,1,-0.1,0.184743821620941,67.461784362793,0.0385805442929268,15.8086957931519,31.0629119873047,195.445251464844,25,7,25,266,112305.385901425,3281806.33535415,1,1.4
"67",67,-84.783333,29.698167,"APM2000031001","SmallSeine",3,2000,1,0,0,0,0,0,0,-0.3,0.51794707775116,44.6104621887207,0.0345957353711128,15.3557977676392,31.349739074707,194.429794311523,0,2,0,270,133870.727269501,3291334.89649583,1,1.4
"68",68,-84.785,29.776333,"APM2000041003","SmallSeine",4,2000,1,0,0,1,0,0,1,-0.3,0.184748634696007,39.2664413452148,0.0332159772515297,15.3731966018677,30.7827796936035,194.355743408203,20,6,20,279,133993.823193167,3300010.93616911,1,1.4
"69",69,-84.742333,29.7265,"APM2000041102","SmallSeine",4,2000,1,0,0,0,0,0,0,-0.2,0,39.6440849304199,0.033879779279232,15.2984991073608,32.3974800109863,194.368957519531,0,5,0,280,137943.27103133,3294348.33579865,1,1.4
"70",70,-84.4025,29.904167,"APM2000050404","SmallSeine",5,2000,1,0,0,0,0,0,0,-0.3,0.201521039009094,8.75681400299072,0.0261269249022007,14.635064125061,31.442699432373,192.982482910156,0,5,0,286,171424.092776633,3313033.9432847,1,1.4
"71",71,-84.733333,29.731167,"APM2000050806","SmallSeine",5,2000,1,0,0,0,0,0,0,-0.2,0.0806211605668068,38.6217727661133,0.0337114743888378,15.2754192352295,32.5905494689941,194.336791992188,0,1,0,291,138831.370050703,3294837.79036448,1,1.4
"72",72,-84.658333,29.834833,"APM2000060606","SmallSeine",6,2000,0,1,0,1,0,0,1,-0.1,0.806161820888519,25.581392288208,0.0305802449584007,15.0212373733521,31.0794410705566,193.782989501953,95,13,95,301,146457.270100717,3306103.79617184,1,1.4
"73",73,-84.792667,29.699667,"APM2000060703","SmallSeine",6,2000,1,1,0,0,0,0,0,-0.2,0.461865991353989,45.2543716430664,0.0344826318323612,15.3602838516235,30.960994720459,194.413131713867,0,9,0,302,132972.225863727,3291530.940414,1,1.4
"74",74,-84.954167,29.621,"APM2000070607","SmallSeine",7,2000,1,0,0,1,0,0,1,-0.2,0.122664198279381,62.7483673095703,0.036888238042593,15.7339010238647,30.6037445068359,195.237258911133,2,9,2,307,117032.402549841,3283328.4888353,1,1.4
"75",75,-84.762833,29.715167,"APM2000071205","SmallSeine",7,2000,1,0,0,1,0,0,1,-0.4,0.080633819103241,41.9315452575684,0.0341191738843918,15.3367080688477,31.7769966125488,194.407501220703,30,10,30,312,135917.526834776,3293155.76490444,1,1.4
"76",76,-84.6295,29.789,"APM2000071701","SmallSeine",7,2000,1,0,0,0,0,0,0,-0.3,0.122577965259552,27.1322956085205,0.0306053292006254,14.9845695495605,31.1729068756104,193.839309692383,0,2,0,314,149085.28614162,3300931.73931219,1,1.4
"77",77,-84.633333,29.788,"APM2000071702","SmallSeine",7,2000,1,0,0,0,0,0,0,-1.2,0.0923744663596153,27.4116191864014,0.0306817777454853,14.9902086257935,31.2026557922363,193.845123291016,0,3,0,315,148710.944005952,3300832.51398278,1,1.4
"78",78,-84.5675,29.891333,"APM2000080807","SmallSeine",8,2000,1,0,0,1,0,0,1,-0.1,0.122524589300156,14.7899627685547,0.0286601725965738,14.8033075332642,31.1969699859619,193.373809814453,2,7,2,321,155435.790595625,3312094.55304362,1,1.4
"79",79,-84.940833,29.629833,"APM2000082303","SmallSeine",8,2000,1,0,0,0,0,0,0,-0.4,0.0807023271918297,61.1612434387207,0.0367381051182747,15.7200107574463,31.04026222229,195.210357666016,0,5,0,325,118358.242794885,3284264.31034409,1,1.4
"80",80,-84.972667,29.612,"APM2000082304","SmallSeine",8,2000,1,0,0,1,0,0,1,-0.3,0.0923720002174377,64.8350372314453,0.0377980545163155,15.7592077255249,30.8179798126221,195.317504882812,10,8,10,326,115204.904368101,3282391.44903486,1,1.4
"81",81,-85.008,29.606,"APM2000082305","SmallSeine",8,2000,1,0,0,1,0,0,1,-1,0.122671894729137,67.9113311767578,0.0386629216372967,15.8179187774658,31.054027557373,195.467132568359,100,10,100,327,111756.619996091,3281843.86730365,1,1.4
"82",82,-84.886833,29.656333,"APM2000091205","SmallSeine",9,2000,1,0,0,0,0,0,0,-0.4,0,55.2876091003418,0.0364685021340847,15.6171884536743,32.4850425720215,194.991424560547,0,11,0,329,123690.705315874,3287027.01305789,1,1.4
"83",83,-84.793333,29.770667,"APM2000091303","SmallSeine",9,2000,1,0,0,1,0,0,1,-0.4,0.184748485684395,40.2447967529297,0.0334249511361122,15.3963680267334,30.6947021484375,194.396987915039,50,16,50,330,133166.735519721,3299408.94005801,1,1.4
"84",84,-84.7675,29.711167,"APM2000101801","SmallSeine",10,2000,1,0,0,1,0,0,1,-0.2,0,42.5428047180176,0.034186489880085,15.3431167602539,31.6459197998047,194.414596557617,10,2,10,345,135451.143958768,3292726.80253711,1,1.4
"85",85,-84.734167,29.732667,"APM2000101806","SmallSeine",10,2000,1,0,0,1,0,0,1,-0.3,0.24521392583847,38.5496597290039,0.0336581617593765,15.273754119873,32.5165481567383,194.328262329102,5,4,5,348,138756.014816646,3295006.78952768,1,1.4
"86",86,-84.9745,29.613333,"APM2000121209","SmallSeine",12,2000,1,0,0,1,0,0,1,-0.2,0.288631588220596,64.846435546875,0.0377245172858238,15.7606325149536,30.7325172424316,195.318267822266,90,8,90,371,115032.289344265,3282545.42985022,1,1.4
"87",87,-85.0015,29.713167,"APM2000121214","SmallSeine",12,2000,1,1,0,0,0,0,0,-0.3,0,60.4698905944824,0.0375297144055367,15.7276544570923,30.1583652496338,195.374740600586,0,7,0,372,112798.349938335,3293711.31312877,1,1.4
"88",88,-84.996833,29.7135,"APM2000121216","SmallSeine",12,2000,1,1,0,0,0,0,0,-0.2,0.092373438179493,60.1265182495117,0.0375811941921711,15.7166223526001,30.1711044311523,195.356918334961,0,2,0,373,113251.602884211,3293732.59428305,1,1.4
"89",89,-84.985933,29.611417,"APM2001010502","SmallSeine",1,2001,1,0,0,1,0,0,1,-0.2,0.378201752901077,65.9075927734375,0.0380862802267075,15.7794542312622,30.8376598358154,195.368774414062,25,2,25,377,113916.658093644,3282370.97648161,1,1.4
"90",90,-84.974617,29.615067,"APM2001010503","SmallSeine",1,2001,1,0,0,1,0,0,1,-0.2,0.468859851360321,64.7317276000977,0.0376205891370773,15.7596139907837,30.6497898101807,195.312973022461,75,1,75,378,115027.552490976,3282738.18750141,1,1.4
"91",91,-84.9212,29.64935,"APM2001010507","SmallSeine",1,2001,1,0,0,1,0,0,1,-0.2,0.184745043516159,58.3224639892578,0.0368088781833649,15.6658773422241,31.5368824005127,195.12109375,100,7,100,379,120334.486773157,3286364.79250867,1,1.4
"92",92,-84.574717,29.887667,"APM2001011002","SmallSeine",1,2001,0,1,0,1,1,0,0,-0.4,0.122526310384274,15.5864877700806,0.0288545731455088,14.8313989639282,31.2042274475098,193.415100097656,100,3,100,383,154725.625682407,3311709.63044999,1,1.4
"93",93,-84.568817,29.889933,"APM2001011004","SmallSeine",1,2001,0,1,0,1,1,0,0,-0.4,0.0923759192228317,14.9732894897461,0.0287033729255199,14.809549331665,31.1985816955566,193.38298034668,100,5,100,384,155303.679464384,3311943.22726814,1,1.4
"94",94,-84.874033,29.665733,"APM2001011201","SmallSeine",1,2001,1,0,0,0,0,0,0,-0.4,0.277118235826492,53.5839996337891,0.0360815301537514,15.5689849853516,32.4037322998047,194.872253417969,0,6,0,387,124965.872683163,3288028.15402221,1,1.4
"95",95,-84.797867,29.709517,"APM2001011204","SmallSeine",1,2001,1,0,0,1,0,0,1,-0.4,1.57860660552979,44.8728866577148,0.0341332219541073,15.3690814971924,30.5528144836426,194.401962280273,80,3,80,388,132504.571161777,3292640.13228674,1,1.4
"96",96,-84.892517,29.659517,"APM2001020504","SmallSeine",2,2001,1,1,0,1,0,0,1,-0.4,0.378196209669113,55.4246635437012,0.0364596135914326,15.6122407913208,32.2037200927734,194.986251831055,50,4,50,393,123151.858441735,3287398.75467523,1,1.4
"97",97,-84.918583,29.652617,"APM2001020505","SmallSeine",2,2001,1,1,0,1,0,0,1,-0.7,0.461862742900848,57.9027328491211,0.0367851331830025,15.6558895111084,31.5536441802979,195.101821899414,100,7,100,394,120600.359757271,3286718.62257716,1,1.4
"98",98,-84.953133,29.624833,"APM2001020506","SmallSeine",2,2001,1,1,0,1,0,0,1,-0.7,0.403207361698151,62.4534797668457,0.0366477593779564,15.7325172424316,30.4892387390137,195.226684570312,50,7,50,395,117147.153966519,3283750.28883662,1,1.4
"99",99,-84.657517,29.8334,"APM2001020602","SmallSeine",2,2001,1,0,0,1,0,0,1,-0.6,0.923761367797852,25.5745544433594,0.030573571100831,15.0203199386597,31.0801677703857,193.783050537109,10,4,10,397,146531.128343866,3305942.33771947,1,1.4
"100",100,-84.738133,29.80105,"APM2001020605","SmallSeine",2,2001,1,0,0,1,0,0,1,-0.7,0.12257108092308,33.9887428283691,0.031818013638258,15.1823072433472,30.8836879730225,194.028427124023,10,1,10,399,138618.116910171,3302604.58252321,1,1.4
"101",101,-84.767867,29.78375,"APM2001020606","SmallSeine",2,2001,1,0,0,1,0,0,1,-0.5,0.184748843312263,37.4769096374512,0.0327427424490452,15.3109512329102,30.8852214813232,194.250732421875,10,3,10,400,135678.702116939,3300779.33017116,1,1.4
"102",102,-84.779517,29.778083,"APM2001020607","SmallSeine",2,2001,1,0,0,1,0,0,1,-0.7,0.245165809988976,38.7685623168945,0.0330930911004543,15.355580329895,30.8293209075928,194.327438354492,25,8,25,401,134530.785948054,3300187.63904449,1,1.4
"103",103,-84.73445,29.7494,"APM2001030504","SmallSeine",3,2001,1,1,0,1,0,0,1,-0.5,1.59380960464478,37.3392524719238,0.0331152267754078,15.2450113296509,32.0374717712402,194.237670898438,75,5,75,412,138788.718120645,3296863.76989066,1,1.4
"104",104,-84.8456,29.6734,"APM2001030606","SmallSeine",3,2001,1,1,0,1,0,0,1,-0.5,0.092372864484787,50.9560546875,0.0357868373394012,15.4758157730103,32.0797348022461,194.696243286133,70,9,70,417,127748.820660584,3288786.67287398,1,1.4
